n_cells,max_time_step_s,final_flow_ml_s,outlet_fines_g,minimum_K_over_K0,maximum_deposit_kg_m3,final_flow_ml_s_relative_to_finest,outlet_fines_g_relative_to_finest,minimum_K_over_K0_relative_to_finest,maximum_deposit_kg_m3_relative_to_finest
80,0.08,0.3009368664679259,0.01358975232176135,0.08777659306612981,7.962415879625501,0.006788741108031781,0.026251941489321404,0.011755718926984448,0.004884223114743704
80,0.04,0.3020943222375694,0.013767340900254589,0.08833051446897515,7.941827958038811,0.0029686770674503403,0.013527167010204942,0.0055193221906308645,0.0022859567214839594
80,0.02,0.3026938222736854,0.013893170493402275,0.08865613779627496,7.929785495709961,0.000990088692536017,0.0045110849558950864,0.0018532492690540763,0.0007661566275601865
80,0.01,0.30299381302186673,0.013956127771434543,0.08882074477660905,7.923714689185945,0.0,0.0,0.0,0.0
