time_s,flow_rate_ml_s,pump_flow_command_ml_s,pressure_drop_bar,puck_pressure_drop_bar,viscous_puck_pressure_drop_bar,forchheimer_puck_pressure_drop_bar,forchheimer_fraction_of_puck_pressure,basket_sieve_pressure_drop_bar,pressure_setpoint_bar,controller_saturated,puck_outlet_fines_mg_s,cup_fines_mg_s,cumulative_puck_outlet_fines_g,cumulative_basket_retained_fines_g,cumulative_cup_fines_g,minimum_K_over_K0,maximum_pressure_gradient_MPa_m,maximum_deposit_kg_m3,minimum_hydraulic_diameter_um,maximum_fine_to_hydraulic_diameter_ratio,mean_washout_escape_probability,blockage_position_mm_from_inlet,relative_mass_balance_error
0.0,1.1873671805542036,1.1873671805542036,9.0,8.988126328194458,8.988126328194458,0.0,0.0,0.011873671805542038,9.0,0,0.0,0.0,0.0,0.0,0.0,1.0,44.94063164097229,0.0,84.37499999999999,0.29629629629629634,0.724454595424802,0.25,0.0
0.25,1.1715811412860018,1.1715811412860018,9.0,8.98828418858714,8.98828418858714,0.0,0.0,0.011715811412860018,9.0,0,0.6777354962806142,0.4405280725823993,0.00016943387407015358,5.930185592455375e-05,0.00011013201814559983,0.960971854823934,46.14406342983783,0.13028778924470902,84.30161865406033,0.296554210929091,0.7241430553197805,19.75,0.0
0.5,1.13778574161052,1.13778574161052,9.000000000000002,8.988622142583896,8.988622142583896,0.0,0.0,0.011377857416105199,9.000000000000002,0,1.3235158409489414,0.8602852966168119,0.0005003128343073888,0.0001751094920075861,0.00032520334229980285,0.8897276695214729,48.40135519575277,0.38238497143182265,84.1597616015613,0.2970540733986135,0.723462876092346,19.75,0.0
0.75,1.092383023551888,1.092383023551888,9.000000000000002,8.989076169764484,8.989076169764484,0.0,0.0,0.010923830235518881,9.000000000000002,0,1.6906885483238105,1.098947556410477,0.0009229849713883415,0.00032304473998591947,0.000599940231402422,0.8078835058214553,51.177649112282545,0.6981951495892601,83.98229494370322,0.2976817913437413,0.7225179089859621,19.75,0.0
1.0,1.040663977227147,1.040663977227147,9.0,8.989593360227728,8.989593360227728,0.0,0.0,0.010406639772271471,9.0,0,1.8989980869253589,1.2343487565014832,0.0013977344931196812,0.0004892070725918883,0.0009085274205277929,0.7267861750270043,54.19484713249081,1.0444024287589457,83.78805573743506,0.2983718834381597,0.7213932684721047,19.75,2.9311386964844526e-16
1.25,0.9865214088119962,0.9865214088119962,9.000000000000002,8.99013478591188,8.99013478591188,0.0,0.0,0.009865214088119963,9.000000000000002,0,2.01374851730843,1.3089365362504795,0.0019011716224467889,0.000665410067856376,0.0012357615545904128,0.6515816658910818,57.30490412545916,1.4018810390543661,83.58783088684109,0.2990865983093199,0.7201546430137353,19.75,1.4655693482422263e-16
1.5,0.9325691185359788,0.9325691185359788,8.999999999999998,8.99067430881464,8.99067430881464,0.0,0.0,0.009325691185359787,8.999999999999998,0,2.0717392934471115,1.3466305407406225,0.002419106445808567,0.0008466872560329982,0.0015724191897755683,0.5841075809880281,60.428570207847926,1.7596475970500725,83.38778783642499,0.29980409180587037,0.7188505616529446,19.75,2.9311386964844526e-16
1.75,0.8804213164919114,0.8804213164919114,9.0,8.991195786835082,8.991195786835082,0.0,0.0,0.008804213164919113,9.0,0,2.0944880312900005,1.3614172203385004,0.002942728453631067,0.0010299549587708733,0.0019127734948601936,0.5245755552769189,63.52382366219013,2.1114517402299726,83.19141246716231,0.3005117867167854,0.7175157321030976,19.75,1.4655693482422263e-16
2.0,0.8309819454468291,0.8309819454468291,8.999999999999998,8.99169018054553,8.99169018054553,0.0,0.0,0.008309819454468292,8.999999999999998,0,2.095022341296134,1.3617645218424872,0.0034664840389551006,0.0012132694136342847,0.0022532146253208154,0.47246923744509134,66.56902295789935,2.4538340948862682,83.00061334338601,0.30120259348652334,0.7161743458018366,19.75,0.0
2.25,0.7846821838331149,0.7846821838331149,9.0,8.992153178161669,8.992153178161669,0.0,0.0,0.00784682183833115,9.0,0,2.0814693257910952,1.3529550617642119,0.003986851370402875,0.0013953979796410055,0.0025914533907618682,0.4269995830644517,69.55373760788218,2.785000065328946,82.81636158121795,0.30187271600289417,0.7148428750114366,19.75,1.4655693482422263e-16
